country,country_code,year,oda_received
Albania,ALB,1993,212680001.454428
Arab World,ARB,1993,5019310002.00659
United Arab Emirates,ARE,1993,-10580000.2310425
Argentina,ARG,1993,235580000.89787
Armenia,ARM,1993,100910000.024363
Antigua and Barbuda,ATG,1993,2899999.97243285
Azerbaijan,AZE,1993,11800000.09574
Burundi,BDI,1993,149710000.541061
Benin,BEN,1993,187050001.287833
Burkina Faso,BFA,1993,337280002.208426
Bangladesh,BGD,1993,761079993.898049
Bulgaria,BGR,1993,113240001.130849
Bahrain,BHR,1993,9140000.19803643
"Bahamas, The",BHS,1993,-79999.9888986348
Bosnia and Herzegovina,BIH,1993,32330001.8310547
Belarus,BLR,1993,50000.0007450581
Belize,BLZ,1993,22130000.1274794
Bermuda,BMU,1993,-4820000.15303492
Bolivia,BOL,1993,458310001.205653
Brazil,BRA,1993,165119999.371469
Barbados,BRB,1993,6059999.80308116
Brunei Darussalam,BRN,1993,5029999.98070299
Bhutan,BTN,1993,47009999.3068725
Botswana,BWA,1993,99150001.393631
Central African Republic,CAF,1993,128859997.509047
Central Europe and the Baltics,CEB,1993,1799839997.26176
Chile,CHL,1993,176710001.818836
China,CHN,1993,2208920054.04644
Cote d'Ivoire,CIV,1993,738059992.44377
Cameroon,CMR,1993,539179990.684614
"Congo, Dem. Rep.",COD,1993,102369998.54818
"Congo, Rep.",COG,1993,117860000.522807
Colombia,COL,1993,98919998.3533473
Comoros,COM,1993,37720000.5128979
Cabo Verde,CPV,1993,90710000.6025285
Costa Rica,CRI,1993,98760000.7206202
Caribbean small states,CSS,1993,288689997.022972
Cuba,CUB,1993,27440000.1037866
Cayman Islands,CYM,1993,-299999.997019772
Cyprus,CYP,1993,21919999.8956174
Czechia,CZE,1993,98450001.9717961
Djibouti,DJI,1993,98359997.4252284
Dominica,DMA,1993,7649999.87371266
Dominican Republic,DOM,1993,-3220000.81278385
Algeria,DZA,1993,187869997.017086
East Asia & Pacific (excluding high income),EAP,1993,8320780099.28577
Early-demographic dividend,EAR,1993,16589400050.3235
East Asia & Pacific,EAS,1993,8320780099.28577
Europe & Central Asia (excluding high income),ECA,1993,2627890015.95788
Europe & Central Asia,ECS,1993,2630550016.05116
Ecuador,ECU,1993,177570002.350956
"Egypt, Arab Rep.",EGY,1993,1873440008.28639
Euro area,EMU,1993,249460000.289604
Eritrea,ERI,1993,48240000.0393391
Estonia,EST,1993,42169999.9421835
Ethiopia,ETH,1993,538629996.269941
European Union,EUU,1993,1854709996.2011
Fragile and conflict affected situations,FCS,1993,6873979999.15481
Fiji,FJI,1993,57109998.7979978
"Micronesia, Fed. Sts.",FSM,1993,61219999.5368719
Gabon,GAB,1993,97740003.3436716
Georgia,GEO,1993,95589999.595657
Ghana,GHA,1993,380049996.893853
Gibraltar,GIB,1993,-9999.99977648262
Guinea,GIN,1993,223460003.282875
"Gambia, The",GMB,1993,59329999.2270767
Guinea-Bissau,GNB,1993,61299999.6952713
Equatorial Guinea,GNQ,1993,29299999.8293817
Grenada,GRD,1993,5310000.03032386
Guatemala,GTM,1993,196219999.495894
Guyana,GUY,1993,41279999.8596311
High income,HIC,1993,2850950010.62192
"Hong Kong SAR, China",HKG,1993,12909999.942407
Honduras,HND,1993,213739999.439567
Heavily indebted poor countries (HIPC),HPC,1993,10861399980.4743
Haiti,HTI,1993,106580000.67994
Hungary,HUN,1993,159359995.881096
IBRD only,IBD,1993,19904460098.3486
IDA & IBRD total,IBT,1993,34958650067.3462
IDA total,IDA,1993,15054189968.9976
IDA blend,IDB,1993,2670069997.24172
Indonesia,IDN,1993,1842290023.77205
IDA only,IDX,1993,12384119971.7559
India,IND,1993,844990004.941821
"Iran, Islamic Rep.",IRN,1993,93880000.3454089
Iraq,IRQ,1993,82310000.7995963
Israel,ISR,1993,1266029999.80003
Jamaica,JAM,1993,97630000.3770739
Jordan,JOR,1993,224190002.32406
Kazakhstan,KAZ,1993,13150000.0581145
Kenya,KEN,1993,469950005.400925
Kyrgyz Republic,KGZ,1993,69489999.7767061
Cambodia,KHM,1993,213579999.893904
Kiribati,KIR,1993,14349999.7034669
St. Kitts and Nevis,KNA,1993,1400000.06183982
"Korea, Rep.",KOR,1993,-34759999.8787045
Kuwait,KWT,1993,1619999.96751546
Latin America & Caribbean (excluding high income),LAC,1993,4396700014.38633
Lao PDR,LAO,1993,95759999.7110665
Lebanon,LBN,1993,65620000.2878905
Liberia,LBR,1993,34139999.8273701
Libya,LBY,1993,1959999.96550381
St. Lucia,LCA,1993,19179999.9624491
Latin America & Caribbean,LCN,1993,4398250014.33864
Least developed countries: UN classification,LDC,1993,10171179988.6692
Low income,LIC,1993,5235319990.28288
Sri Lanka,LKA,1993,327209995.975718
Lower middle income,LMC,1993,15281710010.0145
Low & middle income,LMY,1993,42141579772.9492
Lesotho,LSO,1993,91499999.3927775
Late-demographic dividend,LTE,1993,10419450027.7508
Lithuania,LTU,1993,61890000.2464653
Latvia,LVA,1993,33100000.4764646
"Macao SAR, China",MAC,1993,149999.998509884
Morocco,MAR,1993,629330003.989861
Madagascar,MDG,1993,270189996.54986
Maldives,MDV,1993,19989999.9592454
"Middle East, North Africa, Afghanistan & Pakistan",MEA,1993,5924480004.18581
Mexico,MEX,1993,406300005.277619
Marshall Islands,MHL,1993,29839999.8508394
Middle income,MIC,1993,26312509739.9503
North Macedonia,MKD,1993,3279999.97138977
Mali,MLI,1993,279220001.842827
Malta,MLT,1993,32949999.043718
Myanmar,MMR,1993,77640000.5593896
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,1993,5924480004.18581
Mongolia,MNG,1993,83439999.1948158
Northern Mariana Islands,MNP,1993,88509999.8265505
Mozambique,MOZ,1993,895830008.452758
Mauritania,MRT,1993,248329999.767244
Mauritius,MUS,1993,22900000.9354204
Malawi,MWI,1993,203729998.096824
Malaysia,MYS,1993,89540000.8149446
North America,NAC,1993,-4820000.15303492
Namibia,NAM,1993,134890000.123531
New Caledonia,NCL,1993,394690013.520419
Niger,NER,1993,303429998.261854
Nigeria,NGA,1993,203559997.113422
Nicaragua,NIC,1993,294889998.801053
Nepal,NPL,1993,252839999.644085
Nauru,NRU,1993,240000.002086162
OECD members,OED,1993,3778460007.92086
Oman,OMN,1993,26650000.013411
Other small states,OSS,1993,1088160000.66325
Pakistan,PAK,1993,513140004.93288
Panama,PAN,1993,76120000.7479638
Peru,PER,1993,545910000.868142
Philippines,PHL,1993,1348300013.93706
Palau,PLW,1993,9999.99977648258
Papua New Guinea,PNG,1993,270679997.559637
Poland,POL,1993,1070590000.64433
Pre-demographic dividend,PRE,1993,9541729991.06906
"Korea, Dem. People's Rep.",PRK,1993,7360000.16890466
Paraguay,PRY,1993,98610003.5868585
West Bank and Gaza,PSE,1993,95760000.2288819
Pacific island small states,PSS,1993,312909998.912364
Post-demographic dividend,PST,1993,1053230001.91711
French Polynesia,PYF,1993,333399992.655962
Qatar,QAT,1993,1070000.04127622
Romania,ROU,1993,163609996.283427
Russian Federation,RUS,1993,2417019971.81029
Rwanda,RWA,1993,237429997.37151
South Asia,SAS,1993,2253119993.72579
Saudi Arabia,SAU,1993,21510000.2773106
Sudan,SDN,1993,197810001.771897
Senegal,SEN,1993,410250001.417473
Singapore,SGP,1993,22789999.9767542
Solomon Islands,SLB,1993,50580000.4284829
Sierra Leone,SLE,1993,130339997.628704
El Salvador,SLV,1993,322280001.241714
"Somalia, Fed. Rep.",SOM,1993,728729998.296127
Sub-Saharan Africa (excluding high income),SSA,1993,12396519990.7199
Sub-Saharan Africa,SSF,1993,12396519990.7199
Small states,SST,1993,1689759996.59859
Sao Tome and Principe,STP,1993,30310000.5183369
Suriname,SUR,1993,76979996.8786538
Slovak Republic,SVK,1993,50290000.8186698
Slovenia,SVN,1993,7139999.8664856
Eswatini,SWZ,1993,38379999.6357411
Sint Maarten (Dutch part),SXM,1993,79820003.7665665
Seychelles,SYC,1993,16869999.6713549
Syrian Arab Republic,SYR,1993,116139998.437837
Turks and Caicos Islands,TCA,1993,10280000.1595169
Chad,TCD,1993,152270002.413541
East Asia & Pacific (IDA & IBRD countries),TEA,1993,7336180092.52287
Europe & Central Asia (IDA & IBRD countries),TEC,1993,5137849976.6104
Togo,TGO,1993,81759997.4870682
Thailand,THA,1993,553320003.436878
Tajikistan,TJK,1993,21480000.0134856
Turkmenistan,TKM,1993,24110000.0031292
Latin America & the Caribbean (IDA & IBRD countries),TLA,1993,4098340011.56315
Timor-Leste,TLS,1993,419999.988749624
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,1993,3755430001.50844
Tonga,TON,1993,26810000.6002933
South Asia (IDA & IBRD),TSA,1993,2897479997.70567
Sub-Saharan Africa (IDA & IBRD countries),TSS,1993,11733369987.4356
Trinidad and Tobago,TTO,1993,460000.030696387
Tunisia,TUN,1993,191889993.041754
Turkiye,TUR,1993,243510001.981631
Tuvalu,TUV,1993,3580000.0037998
Tanzania,TZA,1993,719860000.416637
Uganda,UGA,1993,388189997.272566
Upper middle income,UMC,1993,9168430096.13454
Uruguay,URY,1993,110279999.999329
Uzbekistan,UZB,1993,6379999.8536706
St. Vincent and the Grenadines,VCT,1993,7790000.03449619
"Venezuela, RB",VEN,1993,36950000.3103167
British Virgin Islands,VGB,1993,2660000.09328127
Viet Nam,VNM,1993,239380000.695586
Vanuatu,VUT,1993,32039999.7644127
World,WLD,1993,48463360427.8565
Samoa,WSM,1993,37130000.224337
"Yemen, Rep.",YEM,1993,190439999.587834
South Africa,ZAF,1993,265879998.166114
Zambia,ZMB,1993,654460004.381836
Zimbabwe,ZWE,1993,361150001.883507
Aruba,ABW,1994,18290000.2002716
Africa Eastern and Southern,AFE,1994,6955779980.29999
Afghanistan,AFG,1994,158450000.410899
Africa Western and Central,AFW,1994,5155049989.35573
Angola,AGO,1994,279439999.73312
Albania,ALB,1994,100540001.569316
Arab World,ARB,1994,5718039972.98144
United Arab Emirates,ARE,1994,-9069999.71158805
Argentina,ARG,1994,150269999.235868
Armenia,ARM,1994,171109998.997301
Antigua and Barbuda,ATG,1994,3810000.12159348
Azerbaijan,AZE,1994,128890001.570806
Burundi,BDI,1994,145029999.913648
Benin,BEN,1994,152800002.451986
Burkina Faso,BFA,1994,311739996.884018
Bangladesh,BGD,1994,900290008.721874
Bulgaria,BGR,1994,154260001.175105
Bahrain,BHR,1994,1710000.02510846
"Bahamas, The",BHS,1994,-110000.010579825
Bosnia and Herzegovina,BIH,1994,292900000.087917
Belarus,BLR,1994,19999.9995529652
Belize,BLZ,1994,24240000.4472584
Bermuda,BMU,1994,-12480000.000447
Bolivia,BOL,1994,413360002.828762
Brazil,BRA,1994,226459999.466315
Barbados,BRB,1994,2070000.05431474
Brunei Darussalam,BRN,1994,5250000.21792949
Bhutan,BTN,1994,60170000.3203004
Botswana,BWA,1994,67050000.0398606
Central African Republic,CAF,1994,119460001.913831
Central Europe and the Baltics,CEB,1994,2757710002.1001
Chile,CHL,1994,149149999.607354
China,CHN,1994,2328570029.03521
Cote d'Ivoire,CIV,1994,954579978.466034
Cameroon,CMR,1994,511339988.492429
"Congo, Dem. Rep.",COD,1994,105889998.316765
"Congo, Rep.",COG,1994,258939992.45204
Colombia,COL,1994,78249999.3611127
Comoros,COM,1994,25480000.3673882
Cabo Verde,CPV,1994,92989999.9573828
Costa Rica,CRI,1994,75359999.8857826
Caribbean small states,CSS,1994,328990000.044927
Cuba,CUB,1994,36430000.4187971
Cayman Islands,CYM,1994,-1059999.96513128
Cyprus,CYP,1994,27299999.9951571
Czechia,CZE,1994,145949998.555705
Djibouti,DJI,1994,96559998.8177419
Dominica,DMA,1994,17170000.1973659
Dominican Republic,DOM,1994,52719999.5759874
Algeria,DZA,1994,285109996.741637
East Asia & Pacific (excluding high income),EAP,1994,8436169971.26676
Early-demographic dividend,EAR,1994,18344299959.3001
East Asia & Pacific,EAS,1994,8436169971.26676
Europe & Central Asia (excluding high income),ECA,1994,2097519983.45181
Europe & Central Asia,ECS,1994,2108299983.39526
Ecuador,ECU,1994,182149999.490008
"Egypt, Arab Rep.",EGY,1994,2438779972.05965
Euro area,EMU,1994,334860004.456714
Eritrea,ERI,1994,97240000.1529604
Estonia,EST,1994,41560000.3860891
Ethiopia,ETH,1994,749129988.789559
European Union,EUU,1994,2831610003.43412
Fragile and conflict affected situations,FCS,1994,7963769972.02449
Fiji,FJI,1994,37000000.4786999
"Micronesia, Fed. Sts.",FSM,1994,101359999.880195
Gabon,GAB,1994,179110004.30584
Georgia,GEO,1994,159299998.078495
Ghana,GHA,1994,376480001.043528
Gibraltar,GIB,1994,569999.970495701
Guinea,GIN,1994,233839999.919757
"Gambia, The",GMB,1994,48949999.8316169
Guinea-Bissau,GNB,1994,148420002.564788
Equatorial Guinea,GNQ,1994,20050000.3397465
Grenada,GRD,1994,17090000.0501424
Guatemala,GTM,1994,175569999.590516
Guyana,GUY,1994,36550000.0528992
High income,HIC,1994,2865399999.0914
"Hong Kong SAR, China",HKG,1994,12180000.0760704
Honduras,HND,1994,185049998.972565
Heavily indebted poor countries (HIPC),HPC,1994,11880569974.225
Croatia,HRV,1994,48430000.314489
Haiti,HTI,1994,610930000.018328
Hungary,HUN,1994,193669998.487458
IBRD only,IBD,1994,21229659946.6596
IDA & IBRD total,IBT,1994,37845289927.3634
IDA total,IDA,1994,16615629980.7038
IDA blend,IDB,1994,2703209988.04644
Indonesia,IDN,1994,1481069995.31947
IDA only,IDX,1994,13912419992.6574
India,IND,1994,1434480024.94872
"Iran, Islamic Rep.",IRN,1994,99409999.9070168
Iraq,IRQ,1994,204990000.423044
Israel,ISR,1994,1237070000.02638
Jamaica,JAM,1994,113599999.763071
Jordan,JOR,1994,284770002.527163
Kazakhstan,KAZ,1994,43249999.8304993
Kenya,KEN,1994,439149994.023144
Kyrgyz Republic,KGZ,1994,114280001.70365
Cambodia,KHM,1994,192389997.525141
Kiribati,KIR,1994,13689999.8560548
St. Kitts and Nevis,KNA,1994,3849999.9884516
"Korea, Rep.",KOR,1994,-107009997.464716
Kuwait,KWT,1994,1730000.00417232
Latin America & Caribbean (excluding high income),LAC,1994,4651819985.9336
Lao PDR,LAO,1994,130289999.596775
Lebanon,LBN,1994,87050000.7346272
Liberia,LBR,1994,49560000.218451
Libya,LBY,1994,1809999.97071922
St. Lucia,LCA,1994,26110000.0068545
Latin America & Caribbean,LCN,1994,4647249986.05624
Least developed countries: UN classification,LDC,1994,11036330013.3478
Low income,LIC,1994,5528250004.62681
Sri Lanka,LKA,1994,347430000.159889
Lower middle income,LMC,1994,17505639964.8078
Low & middle income,LMY,1994,44446799957.037
Lesotho,LSO,1994,76209999.8965859
Late-demographic dividend,LTE,1994,11330509985.4246
Lithuania,LTU,1994,68479999.9669194
Latvia,LVA,1994,50110000.8599461
"Macao SAR, China",MAC,1994,270000.008866191
Morocco,MAR,1994,517000006.662681
Madagascar,MDG,1994,214480002.425611
Maldives,MDV,1994,19159999.6145814
"Middle East, North Africa, Afghanistan & Pakistan",MEA,1994,7520559989.64422
Mexico,MEX,1994,411719993.086532
Marshall Islands,MHL,1994,45549999.9392778
Middle income,MIC,1994,27611610173.7022
North Macedonia,MKD,1994,63179999.1726875
Mali,MLI,1994,295740002.902225
Malta,MLT,1994,46600001.3388693
Myanmar,MMR,1994,149189997.885376
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,1994,7520559989.64422
Mongolia,MNG,1994,110940001.711249
Northern Mariana Islands,MNP,1994,2079999.93301928
Mozambique,MOZ,1994,834479995.526374
Mauritania,MRT,1994,173159997.766837
Mauritius,MUS,1994,14680000.1244992
Malawi,MWI,1994,286859995.955601
Malaysia,MYS,1994,66200001.3962389
North America,NAC,1994,-12480000.000447
Namibia,NAM,1994,122229999.870062
New Caledonia,NCL,1994,408430007.398129
Niger,NER,1994,305480007.087812
Nigeria,NGA,1994,74179999.5172769
Nicaragua,NIC,1994,440100000.694395
Nepal,NPL,1994,274009999.880567
Nauru,NRU,1994,2439999.90262091
OECD members,OED,1994,4255949996.10074
Oman,OMN,1994,79399999.8960644
Other small states,OSS,1994,1175440008.37766
Pakistan,PAK,1994,527710013.739765
Panama,PAN,1994,35110000.1856684
Peru,PER,1994,335459995.478392
Philippines,PHL,1994,963239976.640791
Palau,PLW,1994,201869999.76635
Papua New Guinea,PNG,1994,294779996.370897
Poland,POL,1994,1806100000.13188
Pre-demographic dividend,PRE,1994,9522639976.41392
"Korea, Dem. People's Rep.",PRK,1994,839999.988675118
Paraguay,PRY,1994,88989997.5601584
West Bank and Gaza,PSE,1994,240929997.684434
Pacific island small states,PSS,1994,557219999.104738
Post-demographic dividend,PST,1994,1341880005.29259
French Polynesia,PYF,1994,367909987.915308
Qatar,QAT,1994,1679999.99597669
Romania,ROU,1994,148340000.312775
Russian Federation,RUS,1994,1820089970.09323
Rwanda,RWA,1994,533079999.379814
South Asia,SAS,1994,3035540033.64593
Saudi Arabia,SAU,1994,14090000.199154
Sudan,SDN,1994,209120000.574738
Senegal,SEN,1994,544910012.541339
Singapore,SGP,1994,16030000.3569573
Solomon Islands,SLB,1994,43479999.8085945
Sierra Leone,SLE,1994,89760000.3834814
El Salvador,SLV,1994,261979999.944568
"Somalia, Fed. Rep.",SOM,1994,471619999.054819
Serbia,SRB,1994,49219999.6709824
Sub-Saharan Africa (excluding high income),SSA,1994,13329239962.7827
Sub-Saharan Africa,SSF,1994,13329239962.7827
Small states,SST,1994,2061650007.52732
Sao Tome and Principe,STP,1994,31290000.0736118
Suriname,SUR,1994,59570000.2517551
Slovak Republic,SVK,1994,75990001.7697364
Slovenia,SVN,1994,24820000.1399964
Eswatini,SWZ,1994,37250000.3036112
Sint Maarten (Dutch part),SXM,1994,37699999.1033227
Seychelles,SYC,1994,11509999.9848753
Syrian Arab Republic,SYR,1994,372749999.444932
Turks and Caicos Islands,TCA,1994,15079999.692738
Chad,TCD,1994,140619999.093935
East Asia & Pacific (IDA & IBRD countries),TEA,1994,7446839973.16845
Europe & Central Asia (IDA & IBRD countries),TEC,1994,5663929974.03443
Togo,TGO,1994,72940001.2213736
Thailand,THA,1994,563999984.866008
Tajikistan,TJK,1994,57029999.4479864
Turkmenistan,TKM,1994,22950000.0346452
Latin America & the Caribbean (IDA & IBRD countries),TLA,1994,4294389985.67686
Timor-Leste,TLS,1994,230000.00603497
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,1994,4607599977.03135
Tonga,TON,1994,26329999.9237061
South Asia (IDA & IBRD),TSA,1994,3721700047.79659
Sub-Saharan Africa (IDA & IBRD countries),TSS,1994,12110829969.6557
Trinidad and Tobago,TTO,1994,18999999.1841614
Tunisia,TUN,1994,109549999.509007
Turkiye,TUR,1994,4730001.30057343
Tuvalu,TUV,1994,6389999.84413384
Tanzania,TZA,1994,657900006.011128
Uganda,UGA,1994,405920001.147315
Upper middle income,UMC,1994,9273919994.9447
Uruguay,URY,1994,70770000.5173683
Uzbekistan,UZB,1994,23379999.6562302
St. Vincent and the Grenadines,VCT,1994,6039999.93763864
"Venezuela, RB",VEN,1994,23960000.1759827
British Virgin Islands,VGB,1994,10779999.9434501
Viet Nam,VNM,1994,608719993.710518
Vanuatu,VUT,1994,39240000.0263006
World,WLD,1994,51009570720.6726
Samoa,WSM,1994,39869999.6788054
"Yemen, Rep.",YEM,1994,109820000.233129
South Africa,ZAF,1994,283749997.152016
Zambia,ZMB,1994,479889998.322353
Zimbabwe,ZWE,1994,377100003.160536
Aruba,ABW,1995,25839999.6757507
Africa Eastern and Southern,AFE,1995,6767550001.09971
Afghanistan,AFG,1995,130609999.05318
Africa Western and Central,AFW,1995,4774939973.28542
Angola,AGO,1995,313290003.534407
Albania,ALB,1995,113199998.468161
Arab World,ARB,1995,4555870004.19758
United Arab Emirates,ARE,1995,4849999.98286366
Argentina,ARG,1995,137129999.285564
Armenia,ARM,1995,113189999.591559
Antigua and Barbuda,ATG,1995,1409999.95172024
Azerbaijan,AZE,1995,60479999.7657538
Burundi,BDI,1995,132320001.140237
Benin,BEN,1995,194099999.932572
Burkina Faso,BFA,1995,325729993.728921
Bangladesh,BGD,1995,840120003.968477
Bulgaria,BGR,1995,109460001.70894
Bahrain,BHR,1995,1830000.02615153
"Bahamas, The",BHS,1995,2819999.9500066
Bosnia and Herzegovina,BIH,1995,885009992.806241
Belarus,BLR,1995,29999.9993294477
Belize,BLZ,1995,12129999.9151379
Bermuda,BMU,1995,-2080000.07271767
Bolivia,BOL,1995,542000002.168119
Brazil,BRA,1995,231720000.647008
Barbados,BRB,1995,319999.979808925
Brunei Darussalam,BRN,1995,4230000.19043684
Bhutan,BTN,1995,57230000.2239645
Botswana,BWA,1995,77110000.0217557
Central African Republic,CAF,1995,130529999.334365
Central Europe and the Baltics,CEB,1995,4568480105.9179
Chile,CHL,1995,155369998.166338
China,CHN,1995,2515130014.00232
Cote d'Ivoire,CIV,1995,782479976.151139
Cameroon,CMR,1995,399380004.79713
"Congo, Dem. Rep.",COD,1995,138970001.127571
"Congo, Rep.",COG,1995,121240001.302213
Colombia,COL,1995,174990000.907332
Comoros,COM,1995,26480000.4307181
Cabo Verde,CPV,1995,87819999.7525662
Costa Rica,CRI,1995,26170001.4844536
Caribbean small states,CSS,1995,371669998.852536
Cuba,CUB,1995,49610000.219196
Cayman Islands,CYM,1995,-630000.025033951
Cyprus,CYP,1995,14309999.877587
Czechia,CZE,1995,145639997.184277
Djibouti,DJI,1995,80869998.3302504
Dominica,DMA,1995,23019999.9585748
Dominican Republic,DOM,1995,96309998.7506866
